592,tote_0,55,140.0,140.0,90.0,0.0,0.0,0.0
592,tote_0,55,140.0,140.0,90.0,140.0,0.0,0.0
592,tote_0,47,110.0,235.0,60.0,0.0,140.0,0.0
592,tote_0,47,110.0,235.0,60.0,0.0,0.0,90.0
592,tote_0,47,110.0,235.0,60.0,140.0,140.0,0.0
592,tote_0,55,140.0,140.0,90.0,140.0,0.0,90.0
592,tote_0,55,140.0,140.0,90.0,0.0,235.0,90.0
592,tote_0,55,140.0,140.0,90.0,140.0,140.0,60.0
592,tote_0,63,50.0,200.0,50.0,280.0,0.0,0.0
592,tote_0,63,50.0,200.0,50.0,0.0,0.0,150.0
593,tote_0,75,130.0,130.0,50.0,0.0,0.0,0.0
593,tote_0,75,130.0,130.0,50.0,130.0,0.0,0.0
593,tote_0,15,120.0,260.0,20.0,0.0,130.0,0.0
593,tote_0,15,120.0,260.0,20.0,0.0,0.0,50.0
593,tote_0,15,120.0,260.0,20.0,260.0,0.0,0.0
593,tote_0,64,140.0,180.0,70.0,130.0,0.0,50.0
593,tote_0,64,140.0,180.0,70.0,0.0,260.0,50.0
593,tote_0,42,90.0,140.0,50.0,130.0,130.0,0.0
593,tote_0,42,90.0,140.0,50.0,0.0,0.0,70.0
593,tote_0,42,90.0,140.0,50.0,260.0,260.0,0.0
593,tote_0,42,90.0,140.0,50.0,270.0,0.0,50.0
593,tote_0,42,90.0,140.0,50.0,130.0,0.0,120.0
594,tote_0,71,120.0,230.0,50.0,0.0,0.0,0.0
594,tote_0,71,120.0,230.0,50.0,120.0,0.0,0.0
594,tote_0,71,120.0,230.0,50.0,0.0,230.0,0.0
594,tote_0,97,90.0,110.0,90.0,0.0,0.0,50.0
594,tote_0,97,90.0,110.0,90.0,240.0,0.0,0.0
594,tote_0,97,90.0,110.0,90.0,120.0,230.0,0.0
594,tote_0,96,140.0,140.0,90.0,90.0,0.0,50.0
594,tote_0,96,140.0,140.0,90.0,240.0,110.0,0.0
594,tote_0,96,140.0,140.0,90.0,240.0,0.0,90.0
594,tote_0,69,50.0,140.0,50.0,0.0,230.0,50.0
594,tote_0,69,50.0,140.0,50.0,0.0,0.0,140.0
595,tote_0,64,140.0,180.0,70.0,0.0,0.0,0.0
595,tote_0,64,140.0,180.0,70.0,140.0,0.0,0.0
595,tote_0,64,140.0,180.0,70.0,0.0,180.0,0.0
595,tote_0,75,130.0,130.0,50.0,0.0,0.0,70.0
595,tote_0,75,130.0,130.0,50.0,140.0,180.0,0.0
595,tote_0,54,150.0,150.0,80.0,140.0,0.0,70.0
595,tote_0,54,150.0,150.0,80.0,0.0,180.0,70.0
595,tote_0,54,150.0,150.0,80.0,150.0,180.0,70.0
